id,entity_type,entity_id,action,old_values,new_values,ip_address,user_agent,created_at,performed_by
337,User,22,LOGIN,,,172.17.0.84,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-12-20 17:03:50,22
338,User,22,LOGOUT,,,192.0.2.85,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-12-20 18:28:50,22
339,User,22,LOGIN,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-06-01 02:59:08,22
340,User,22,LOGOUT,,,192.168.1.110,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-06-01 04:20:08,22
341,User,23,LOGIN,,,10.0.0.88,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-05-30 08:07:20,23
342,User,23,LOGOUT,,,172.16.0.89,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-05-30 08:52:20,23
343,User,23,LOGIN,,,203.0.113.90,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-01-16 02:18:01,23
344,User,23,LOGOUT,,,198.51.100.91,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-01-16 02:32:01,23
345,User,23,LOGIN,,,192.168.0.92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-04-20 15:43:56,23
346,User,23,LOGIN,,,10.1.1.93,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-10-09 01:28:01,23
347,User,23,LOGOUT,,,172.17.0.94,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-10-09 04:24:01,23
348,User,23,LOGIN,,,192.0.2.95,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-05-15 21:26:57,23
349,User,23,LOGOUT,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-05-16 00:02:57,23
350,User,24,LOGIN,,,192.168.1.120,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-01-28 19:03:25,24
351,User,24,LOGOUT,,,10.0.0.98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-01-28 19:15:25,24
352,User,24,LOGIN,,,172.16.0.99,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-02-17 07:41:56,24
353,User,24,LOGOUT,,,203.0.113.100,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-02-17 09:10:56,24
354,User,24,LOGIN,,,198.51.100.101,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-09-01 22:45:22,24
355,User,24,LOGOUT,,,192.168.0.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-09-02 00:41:22,24
356,User,24,LOGIN,,,10.1.1.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-07-15 05:47:31,24
357,User,24,LOGOUT,,,172.17.0.104,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-07-15 05:57:31,24
358,User,24,LOGIN,,,192.0.2.105,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-09-01 21:41:41,24
359,User,24,LOGIN,,,127.0.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-07-25 08:25:37,24
360,User,24,LOGOUT,,,192.168.1.130,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-07-25 10:58:37,24
361,User,24,LOGIN,,,10.0.0.108,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-02-09 15:20:16,24
362,User,24,LOGOUT,,,172.16.0.109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-02-09 16:06:16,24
363,User,24,LOGIN,,,203.0.113.110,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-08-11 02:28:41,24
364,User,24,LOGOUT,,,198.51.100.111,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-08-11 05:06:41,24
365,User,24,LOGIN,,,192.168.0.112,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-01-01 06:37:46,24
366,User,24,LOGIN,,,10.1.1.113,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-03-28 16:44:33,24
367,User,24,LOGOUT,,,172.17.0.114,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-03-28 17:03:33,24
368,User,24,LOGIN,,,192.0.2.115,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-11-23 19:45:09,24
369,User,24,LOGIN,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-01-07 17:50:49,24
370,User,24,LOGIN,,,192.168.1.140,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-12-06 05:58:53,24
371,User,24,LOGOUT,,,10.0.0.118,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-12-06 06:58:53,24
372,User,24,LOGIN,,,172.16.0.119,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-02-14 10:19:21,24
373,User,24,LOGOUT,,,203.0.113.120,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-02-14 12:04:21,24
374,User,24,LOGIN,,,198.51.100.121,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-06-23 14:47:12,24
375,User,25,LOGIN,,,192.168.0.122,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-03-16 18:22:53,25
376,User,25,LOGOUT,,,10.1.1.123,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-03-16 19:36:53,25
377,User,25,LOGIN,,,172.17.0.124,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-01-08 20:32:35,25
378,User,25,LOGIN,,,192.0.2.125,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-01-05 06:25:08,25
379,User,25,LOGOUT,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-01-05 07:55:08,25
380,User,25,LOGIN,,,192.168.1.150,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-01-28 21:39:10,25
381,User,25,LOGIN,,,10.0.0.128,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-05-04 06:43:01,25
382,User,25,LOGOUT,,,172.16.0.129,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-05-04 08:49:01,25
383,User,25,LOGIN,,,203.0.113.130,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-07-11 06:43:49,25
384,User,25,LOGOUT,,,198.51.100.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-07-11 06:53:49,25
385,User,25,LOGIN,,,192.168.0.132,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-01-11 19:39:23,25
386,User,25,LOGIN,,,10.1.1.133,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-03-19 10:18:08,25
387,User,25,LOGOUT,,,172.17.0.134,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-03-19 11:22:08,25
388,User,25,LOGIN,,,192.0.2.135,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-02-18 16:33:02,25
389,User,25,LOGOUT,,,127.0.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-02-18 19:11:02,25
390,User,25,LOGIN,,,192.168.1.160,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-04-07 14:08:38,25
391,User,25,LOGOUT,,,10.0.0.138,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-04-07 14:55:38,25
392,User,25,LOGIN,,,172.16.0.139,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-09-20 11:34:11,25
393,User,25,LOGIN,,,203.0.113.140,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-05-27 09:02:56,25
394,User,25,LOGIN,,,198.51.100.141,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-04-05 11:50:09,25
395,User,25,LOGIN,,,192.168.0.142,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-05-24 20:09:06,25
396,User,25,LOGOUT,,,10.1.1.143,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-05-24 22:21:06,25
397,User,25,LOGIN,,,172.17.0.144,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-03-19 13:18:36,25
398,User,26,LOGIN,,,192.0.2.145,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-09-29 07:22:59,26
399,User,26,LOGOUT,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-09-29 09:04:59,26
400,User,26,LOGIN,,,192.168.1.170,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-07-27 21:10:54,26
401,User,26,LOGOUT,,,10.0.0.148,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-07-27 22:32:54,26
402,User,26,LOGIN,,,172.16.0.149,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-04-28 09:58:48,26
403,User,26,LOGOUT,,,203.0.113.150,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-04-28 12:22:48,26
404,User,26,LOGIN,,,198.51.100.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-08-01 09:52:11,26
405,User,26,LOGIN,,,192.168.0.152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-03-30 10:54:35,26
406,User,26,LOGIN,,,10.1.1.153,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-06-29 03:11:06,26
407,User,26,LOGIN,,,172.17.0.154,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-05-08 11:39:23,26
408,User,26,LOGOUT,,,192.0.2.155,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-05-08 12:10:23,26
409,User,26,LOGIN,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-10-08 16:57:01,26
410,User,26,LOGOUT,,,192.168.1.180,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-10-08 17:32:01,26
411,User,27,LOGIN,,,10.0.0.158,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-12-07 08:21:08,27
412,User,27,LOGOUT,,,172.16.0.159,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-12-07 09:40:08,27
413,User,27,LOGIN,,,203.0.113.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-09-10 17:27:43,27
414,User,27,LOGOUT,,,198.51.100.161,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-09-10 18:47:43,27
415,User,27,LOGIN,,,192.168.0.162,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-06-11 16:23:26,27
416,User,27,LOGOUT,,,10.1.1.163,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-06-11 17:05:26,27
417,User,27,LOGIN,,,172.17.0.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-10-09 23:41:33,27
418,User,27,LOGIN,,,192.0.2.165,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-06-24 04:53:40,27
419,User,27,LOGOUT,,,127.0.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-06-24 06:16:40,27
420,User,27,LOGIN,,,192.168.1.190,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-04-13 02:24:03,27
421,User,27,LOGOUT,,,10.0.0.168,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-04-13 04:32:03,27
422,User,27,LOGIN,,,172.16.0.169,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-05-08 20:30:35,27
423,User,27,LOGIN,,,203.0.113.170,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-05-31 03:43:24,27
424,User,27,LOGOUT,,,198.51.100.171,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-05-31 04:46:24,27
425,User,27,LOGIN,,,192.168.0.172,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-04-24 08:30:56,27
426,User,27,LOGOUT,,,10.1.1.173,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-04-24 09:04:56,27
427,User,27,LOGIN,,,172.17.0.174,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-05-23 04:13:37,27
428,User,27,LOGOUT,,,192.0.2.175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-05-23 06:11:37,27
429,User,27,LOGIN,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-03-04 17:50:56,27
430,User,27,LOGOUT,,,192.168.1.200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-03-04 20:27:56,27
431,User,28,LOGIN,,,10.0.0.178,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-05-04 03:58:07,28
432,User,28,LOGOUT,,,172.16.0.179,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-05-04 04:08:07,28
433,User,28,LOGIN,,,203.0.113.180,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-01-19 15:08:22,28
434,User,28,LOGOUT,,,198.51.100.181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-01-19 17:39:22,28
435,User,28,LOGIN,,,192.168.0.182,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-02-14 10:54:02,28
436,User,28,LOGOUT,,,10.1.1.183,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-02-14 12:21:02,28
437,User,28,LOGIN,,,172.17.0.184,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-10-19 05:30:28,28
438,User,28,LOGOUT,,,192.0.2.185,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-10-19 06:49:28,28
439,User,28,LOGIN,,,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2025-05-17 02:22:17,28
440,User,28,LOGOUT,,,192.168.1.210,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2025-05-17 04:44:17,28
441,User,28,LOGIN,,,10.0.0.188,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-09-02 09:42:46,28
442,User,28,LOGIN,,,172.16.0.189,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-01-10 02:15:58,28
443,User,28,LOGOUT,,,203.0.113.190,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-01-10 04:38:58,28
444,User,28,LOGIN,,,198.51.100.191,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-11-20 08:07:23,28
445,User,29,LOGIN,,,192.168.0.192,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-04-29 19:06:15,29
446,User,29,LOGOUT,,,10.1.1.193,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-04-29 19:37:15,29
447,User,29,LOGIN,,,172.17.0.194,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2025-04-21 01:51:58,29
448,User,29,LOGIN,,,192.0.2.195,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-04-20 23:26:51,29
449,User,29,LOGIN,,,127.0.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-05-22 02:49:43,29
450,User,29,LOGOUT,,,192.168.1.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2025-05-22 03:02:43,29
451,User,29,LOGIN,,,10.0.0.198,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-03-23 10:35:30,29
452,User,29,LOGOUT,,,172.16.0.199,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-03-23 11:34:30,29
453,User,29,LOGIN,,,203.0.113.200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-12-03 20:54:10,29
454,User,29,LOGOUT,,,198.51.100.201,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-12-03 23:26:10,29
455,User,29,LOGIN,,,192.168.0.202,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2024-08-05 09:35:19,29
456,User,29,LOGOUT,,,10.1.1.203,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-08-05 10:43:19,29
457,User,29,LOGIN,,,172.17.0.204,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,2024-11-19 00:14:51,29
458,User,29,LOGOUT,,,192.0.2.205,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",2024-11-19 02:43:51,29
459,User,29,LOGIN,,,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",2024-10-09 13:17:35,29
460,User,29,LOGOUT,,,192.168.1.230,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",2024-10-09 14:47:35,29
461,User,29,LOGIN,,,10.0.0.208,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2025-06-16 17:39:50,29
